finishing_position,horse_name,horse_id,jockey,trainer,actual_weight,declared_horse_weight,draw,win_odds,race_course,race_class,race_distance,track_condition,race_name,track,Season,recent_6_runs,recent_ave_rank,jockey_ave_rank,track_condition_id,race_course_id,track_id,season_id
1,SO FAST,S419,J Moreira,J Size,120,1093,1,3.3,Sha Tin,Class 3,1000,GOOD TO FIRM,NEW LANTAO BUS (1973) SERVICE HANDICAP,"TURF - ""C+3"" COURSE",Autumn,1/5/1,2.3333333333333335,4.073019161056448,2,0,3,3
11,FANTASTICLIFE,S320,D Whyte,S Woods,119,1119,10,28,Sha Tin,Class 4,1600,GOOD,SHUI WO HANDICAP,"TURF - ""B+2"" COURSE",Winter,11/4/8/2/10/11,7.0,5.720234222511386,1,0,6,2
8,FOREVER POSH,V072,H T Mo,R Gibson,115,1031,13,8.4,Sha Tin,Class 4,1650,GOOD,KIU TSUI HANDICAP,ALL WEATHER TRACK,Spring,8/1/9/6/4/5,7.117647058823529,6.512915129151292,1,0,5,1
3,HELEN'S CHOICE,P185,K K Chiong,K W Lui,118,1179,6,29,Happy Valley,Class 4,1200,GOOD,MAVERICK STAR HANDICAP,"TURF - ""A"" COURSE",Summer,3/11/2/1/1/7,4.8,6.400593471810089,1,1,1,4
2,JOLLY CONVERGENCE,V293,K C Leung,T P Yung,126,1056,1,7.1,Happy Valley,Class 3,1200,GOOD TO FIRM,VIOLET HILL HANDICAP,"TURF - ""A"" COURSE",Summer,2/5/12/4/5/4,5.9,6.729086722947045,2,1,1,4
9,OBLITERATOR,T222,C Schofield,R Gibson,118,1173,1,16,Sha Tin,Class 2,1800,GOOD,TAI TONG HANDICAP,"TURF - ""A"" COURSE",Winter,9/9/4/12/8/3,6.909090909090909,6.29047619047619,1,0,1,2
6,KITAYA,S187,D Whyte,Y S Tsui,122,1041,4,4.2,Sha Tin,Class 4,2000,GOOD TO FIRM,RACING GOES ON HANDICAP,"TURF - ""A"" COURSE",Summer,6/3/3/5/5/7,6.111111111111111,5.720234222511386,2,0,1,4
8,HIGH AND MIGHTY,S362,J Moreira,W Y So,119,1169,13,3.2,Sha Tin,Class 2,1650,GOOD,WATERLOO HANDICAP,ALL WEATHER TRACK,Winter,8/2/4/10/2/3,4.0,4.073019161056448,1,0,5,2
3,ISLAND SPRING,L238,U Rispoli,P O'Sullivan,130,1201,10,7.1,Sha Tin,Class 5,1000,GOOD TO FIRM,HUNG SHUI KIU HANDICAP,"TURF - ""C+3"" COURSE",Winter,3/5/7/3/4,4.4,6.177189409368635,2,0,3,2
10,VIVACIOUS WINNER,V061,Y T Cheng,Y S Tsui,127,1183,11,99,Sha Tin,Class 5,2000,GOOD,HKU FACULTIES OF DENTISTRY AND EDUCATION HANDICAP,"TURF - ""B+2"" COURSE",Summer,10/9/8/10/11/10,10.0,7.340625,1,0,6,4
7,D'OR WONGCHOY,P315,M Demuro,A Schutz,118,1221,6,85,Sha Tin,Class 3,1600,GOOD TO FIRM,THE MERLION HANDICAP,"TURF - ""C+3"" COURSE",Winter,7/11/10/12/1,8.2,6.355191256830601,2,0,3,2
5,IDYLLIC WIND,N139,M Chadwick,T K Ng,122,1222,7,16,Sha Tin,Class 5,1400,GOOD TO FIRM,BUTTERFLY HANDICAP,"TURF - ""C"" COURSE",Winter,5/12/4,7.0,6.8599562363238515,2,0,2,2
9,MY NAME IS BOND,M287,H N Wong,P F Yiu,123,1059,4,9.4,Happy Valley,Class 3,1200,GOOD,FUNG MO HANDICAP,"TURF - ""C+3"" COURSE",Summer,9/12/11/8/10/7,9.1,7.104551045510455,1,1,3,4
12,RUBY COAST,T159,Z Purton,K L Man,133,1039,13,7.7,Sha Tin,Class 4,1600,GOOD,ARBUTHNOT HANDICAP,"TURF - ""A+3"" COURSE",Spring,12/11/11/7/4/12,6.8076923076923075,4.934573444515715,1,0,7,1
2,MONSIEUR MOGOK,S412,J Moreira,A T Millard,118,998,14,16,Sha Tin,Class 3,1800,GOOD TO FIRM,TOKYO HANDICAP,"TURF - ""A"" COURSE",Winter,2/7/8,5.666666666666667,4.073019161056448,2,0,1,2
1,ELEGANT FRAMES,N240,J Moreira,T K Ng,130,1181,1,2.7,Sha Tin,Class 5,1200,GOOD,CROOKED HARBOUR HANDICAP,"TURF - ""A+3"" COURSE",Spring,1/6/7/5/10/10,6.5,4.073019161056448,1,0,7,1
1,REWARDING FLYER,T401,H T Mo,J Moore,120,1054,8,5,Sha Tin,Class 5,1400,GOOD TO FIRM,PIPER'S HILL HANDICAP,"TURF - ""B"" COURSE",Summer,1/3/3/2/11/10,6.72,6.512915129151292,2,0,4,4
6,VARA PEARL,S138,C Schofield,A T Millard,115,1038,6,6.2,Happy Valley,Class 3,1650,GOOD,SIU SAI WAN HANDICAP,"TURF - ""C+3"" COURSE",Spring,6/1/4/1/7/10,5.0,6.29047619047619,1,1,3,1
2,LUCKY BUBBLES,T211,B Prebble,K W Lui,126,1066,1,4.3,Sha Tin,Group One,1200,GOOD,THE CHAIRMAN'S SPRINT PRIZE,"TURF - ""B"" COURSE",Spring,2/1/1/2/4/3,2.090909090909091,5.825347758887172,1,0,4,1
8,ANDNOWURMINE,S403,M Guyon,D Cruz,123,1205,8,20,Happy Valley,Class 3,1000,GOOD,THE HONG KONG CLUB CHALLENGE CUP (HANDICAP),"TURF - ""B"" COURSE",Winter,8,8.0,6.416666666666667,1,1,4,2
2,SMART SALUTE,V117,U Rispoli,Y S Tsui,133,1103,3,7.5,Happy Valley,Class 5,1000,GOOD,BATTERY PATH HANDICAP,"TURF - ""B"" COURSE",Autumn,2/8/9/4/12/6,8.153846153846153,6.177189409368635,1,1,4,3
12,CELESTIAL NOVA,V045,H T Mo,C S Shum,120,1131,10,99,Sha Tin,Class 3,1600,GOOD TO FIRM,LIN FA SHAN HANDICAP,"TURF - ""B+2"" COURSE",Winter,12/12,12.0,6.512915129151292,2,0,6,2
12,HURRICANE KID,T285,M Guyon,C Fownes,132,1124,10,14,Happy Valley,Class 4,1650,YIELDING,LONGINES INTERNATIONAL JOCKEYS' CHAMPIONSHIP (HANDICAP) - 1ST LEG,"TURF - ""A"" COURSE",Winter,12/7/5/11/9/11,9.166666666666666,6.416666666666667,4,1,1,2
9,BEAUTY CONNECTION,T415,J Moreira,A S Cruz,119,1136,4,3.1,Sha Tin,Class 3,1200,GOOD,THE PO LEUNG KUK CENTENARY CUP (HANDICAP),ALL WEATHER TRACK,Autumn,9/4/3/12/12/8,8.0,4.073019161056448,1,0,5,3
12,HAPPILABABY,T315,H T Mo,C S Shum,114,1129,10,99,Sha Tin,Class 2,1400,GOOD,BEAS RIVER HANDICAP,"TURF - ""C+3"" COURSE",Winter,12/2/11/1/12/11,6.8,6.512915129151292,1,0,3,2
8,CHARTER VICTORIA,P204,Z Purton,C H Yip,126,1083,7,4.8,Happy Valley,Class 5,1200,GOOD,PATERSON HANDICAP,"TURF - ""A"" COURSE",Winter,8/12/11/4/2/5,6.444444444444445,4.934573444515715,1,1,1,2
7,GOLD FORTUNE,N257,K C Leung,P O'Sullivan,116,1042,5,6.6,Happy Valley,Class 5,2200,GOOD,HEUNG YIP HANDICAP,"TURF - ""A"" COURSE",Autumn,7/10,8.5,6.729086722947045,1,1,1,3
8,MASSIVE MILLENNIUM,T381,R Fourie,D E Ferraris,126,1163,2,99,Sha Tin,Class 3,1400,GOOD,TAK KU LING HANDICAP,"TURF - ""C+3"" COURSE",Winter,8/11/11/11/12,10.6,6.463768115942029,1,0,3,2
7,ROUNDABOUT,T352,D Whyte,W Y So,120,1107,12,44,Happy Valley,Class 3,1200,GOOD,THE CRICKET CLUB VALLEY STAKES (HANDICAP),"TURF - ""C+3"" COURSE",Summer,7/11/7/9/10/6,8.0,5.720234222511386,1,1,3,4
1,BRILLANTE,T037,A Suborics,C H Yip,126,1135,2,5,Happy Valley,Class 4,1000,GOOD,GREAT GEORGE HANDICAP,"TURF - ""A"" COURSE",Winter,1/10/2,4.333333333333333,7.257396449704142,1,1,1,2
8,OTOUTO,V074,G Schofield,D J Hall,125,1019,3,26,Sha Tin,Class 3,1400,GOOD,ROSE HANDICAP,"TURF - ""C+3"" COURSE",Winter,8/4/3,5.0,6.6923076923076925,1,0,3,2
1,SIGHT LEADER,A211,J Moreira,W Y So,132,1114,8,1.6,Sha Tin,Class 4,1200,GOOD TO FIRM,ARCTIC OCEAN HANDICAP,"TURF - ""A+3"" COURSE",Spring,1/1,1.0,4.073019161056448,2,0,7,1
8,ALL YOU WISH,P031,O Murphy,C H Yip,126,1206,6,33,Sha Tin,Class 1,1600,GOOD,THE CHEVALIER CUP (HANDICAP),"TURF - ""C"" COURSE",Autumn,8/11/10/4/5/1,7.090909090909091,7.456896551724138,1,0,2,3
8,SNOW DRAGON,T605,T Ono,N Takagi,126,1119,10,62,Sha Tin,Group One,1200,GOOD TO FIRM,THE LONGINES HONG KONG SPRINT,"TURF - ""A"" COURSE",Winter,8,8.0,8.0,2,0,1,2
8,KABAYAN,P345,B Prebble,J Moore,128,1113,14,10,Sha Tin,Class 1,1600,GOOD,THE CHEVALIER CUP (HANDICAP),"TURF - ""C"" COURSE",Autumn,8/4/6/3/4/11,4.8125,5.825347758887172,1,0,2,3
5,OUR FOLKS,P400,O Doleuze,C W Chang,130,1142,2,9.2,Sha Tin,Class 3,1200,GOOD,THE BEIJING CLUBHOUSE ANNIVERSARY CUP (HANDICAP),"TURF - ""C"" COURSE",Spring,5/3/2/3/4/12,5.888888888888889,6.394838709677419,1,0,2,1
7,KA YING KID,P189,K Teetan,T P Yung,118,1088,4,25,Sha Tin,Class 3,1400,GOOD TO FIRM,WU KING HANDICAP,"TURF - ""C+3"" COURSE",Winter,7/3/7/11/1/7,6.363636363636363,6.2772397094431,2,0,3,2
2,MULTIGOGO,A204,M Chadwick,A S Cruz,127,1141,6,9.2,Sha Tin,Class 4,1000,GOOD,CINERARIA HANDICAP,"TURF - ""C"" COURSE",Winter,2,2.0,6.8599562363238515,1,0,2,2
2,LOTUS STRIKES BACK,T145,T Berry,J Moore,130,1049,1,4.8,Sha Tin,Class 4,2000,GOOD,BMW CENTENARY HANDICAP,"TURF - ""A"" COURSE",Spring,2/5/5/7/7/5,6.4,5.872340425531915,1,0,1,1
3,BOSSIEE,S405,O Doleuze,D Cruz,124,1171,7,7.4,Sha Tin,Class 4,1200,GOOD,HO SHEUNG HEUNG HANDICAP,"TURF - ""C+3"" COURSE",Winter,3/3/11/11/11/3,6.214285714285714,6.394838709677419,1,0,3,2
8,GOOD METHOD,S218,K K Chiong,C S Shum,109,1040,2,15,Happy Valley,Class 4,1650,GOOD TO FIRM,THE KING HANDICAP,"TURF - ""A"" COURSE",Summer,8/9/10/3/5/12,6.184210526315789,6.400593471810089,2,1,1,4
9,FORTUNE BO BO,V017,Z Purton,T P Yung,120,1118,8,10,Happy Valley,Class 3,1000,GOOD TO YIELDING,THE POLICE CUP (HANDICAP),"TURF - ""A"" COURSE",Spring,9/5/3,5.666666666666667,4.934573444515715,3,1,1,1
7,AMAZING AGILITY,V192,B Prebble,D E Ferraris,130,1026,4,6.5,Happy Valley,Class 3,1650,GOOD,KAI YIP HANDICAP,"TURF - ""B"" COURSE",Winter,7/5/10/3/5/1,7.0,5.825347758887172,1,1,4,2
6,NOVEL START,M255,G Lerena,T K Ng,127,1085,2,28,Sha Tin,Class 5,1650,GOOD,GUIA HILL HANDICAP,ALL WEATHER TRACK,Spring,6/12/2/3/3/2,5.85,6.883561643835616,1,0,5,1
3,FLYING TOURBILLON,T051,H W Lai,P F Yiu,123,1081,9,99,Happy Valley,Class 3,1200,GOOD,THE VOLUNTEERS' CHALLENGE CUP (HANDICAP),"TURF - ""C"" COURSE",Winter,3/12/11/10,9.0,7.4045275590551185,1,1,2,2
3,JOYFUL TRINITY,V110,G Mosse,J Moore,126,1149,11,15,Sha Tin,Group One,1600,GOOD,THE LONGINES HONG KONG MILE,"TURF - ""A"" COURSE",Winter,3/5/4/1/2/2,3.1818181818181817,6.118296529968454,1,0,1,2
10,FLYING TOURBILLON,T051,K C Ng,P F Yiu,114,1124,3,40,Sha Tin,Class 2,1200,GOOD,BEIJING HANDICAP,"TURF - ""A+3"" COURSE",Autumn,10/1/5/4/4/1,6.25,8.130551816958278,1,0,7,3
3,NORTHERN FALLS,T354,Z Purton,T P Yung,133,1105,8,14,Sha Tin,Class 3,1650,GOOD,PING SHAN HANDICAP,ALL WEATHER TRACK,Autumn,3/9/11/1/6/2,6.75,4.934573444515715,1,0,5,3
5,APOLLO CAVALIER,N262,Y T Cheng,Y S Tsui,122,1041,13,99,Sha Tin,Class 3,1200,GOOD,TOLO HARBOUR HANDICAP,"TURF - ""A+3"" COURSE",Spring,5/9/12/6/9/1,6.285714285714286,7.340625,1,0,7,1
2,SAFARI MAGIC,N166,B Prebble,Y S Tsui,129,1127,1,7.2,Happy Valley,Class 5,1650,GOOD,BIRCH HANDICAP,"TURF - ""B"" COURSE",Autumn,2/2/9/2/9/4,4.666666666666667,5.825347758887172,1,1,4,3
5,TRAVEL DATUK,V235,U Rispoli,Y S Tsui,121,1063,4,4.6,Happy Valley,Class 3,1200,GOOD TO FIRM,LAI CHI CHONG HANDICAP,"TURF - ""C+3"" COURSE",Summer,5/2/8/6/2/6,6.214285714285714,6.177189409368635,2,1,3,4
12,BO DUKE,S378,K C Leung,P F Yiu,129,1085,1,5.9,Happy Valley,Class 4,1200,GOOD,DUNBAR HANDICAP,"TURF - ""C"" COURSE",Autumn,12/1/3/12/12/12,8.666666666666666,6.729086722947045,1,1,2,3
11,SUPER STRIKE,L393,A Suborics,A Schutz,125,1019,6,78,Sha Tin,Class 4,1800,GOOD TO FIRM,JUBILATION HANDICAP,"TURF - ""A"" COURSE",Autumn,11,11.0,7.257396449704142,2,0,1,3
6,GREAT TREASURE,T380,H W Lai,A Lee,125,1009,2,6.6,Happy Valley,Class 4,1650,GOOD,THE HONG KONG FOOTBALL CLUB CENTENARY CHALLENGE CUP (HANDICAP),"TURF - ""A"" COURSE",Spring,6/6/2/2/7/1,7.076923076923077,7.4045275590551185,1,1,1,1
2,WIN IT,P032,J Moreira,W Y So,129,974,6,6.3,Happy Valley,Class 4,1650,GOOD TO FIRM,TRIUMPH HANDICAP,"TURF - ""A"" COURSE",Spring,2/3/4/2/3/1,2.9,4.073019161056448,2,1,1,1
7,BREEDERS' STAR,V197,G Lerena,D E Ferraris,132,1164,10,18,Happy Valley,Class 4,1200,GOOD TO FIRM,FRANCE HANDICAP,"TURF - ""B"" COURSE",Winter,7/1/3/5/7/5,6.166666666666667,6.883561643835616,2,1,4,2
5,LOTUS STRIKES BACK,T145,J Moreira,J Moore,121,1032,1,3.5,Happy Valley,Class 3,2200,GOOD TO FIRM,SHAM CHUNG HANDICAP,"TURF - ""C"" COURSE",Summer,5/4/1/2/2/5,5.428571428571429,4.073019161056448,2,1,2,4
10,AMBITIOUS KING,P242,S de Sousa,R Gibson,124,1186,5,16,Happy Valley,Class 4,1000,GOOD,THE CRAIGENGOWER CRICKET CLUB CHALLENGE CUP (HANDICAP),"TURF - ""B"" COURSE",Winter,10/7/3/12/9/12,7.933333333333334,5.863501483679525,1,1,4,2
12,REAL GENEROUS,M193,N Callan,C H Yip,125,1129,9,30,Sha Tin,Class 4,1600,GOOD,PANASONIC 4K iDTV HANDICAP,"TURF - ""A+3"" COURSE",Autumn,12/9/1/2/3/2,5.666666666666667,6.066800267201069,1,0,7,3
3,AMAZING MOMENT,T422,C Williams,P O'Sullivan,132,1072,9,7.7,Sha Tin,Class 4,1200,GOOD TO FIRM,SHA TIN HEIGHTS HANDICAP,"TURF - ""B"" COURSE",Summer,3/3/10/5/12/7,7.2,5.930555555555555,2,0,4,4
1,LITTERATEUR,V183,Z Purton,R Gibson,122,1066,12,9.5,Happy Valley,Class 3,1650,GOOD TO FIRM,TROPICBIRD HANDICAP,"TURF - ""C+3"" COURSE",Spring,1/3/10/10/12/11,8.75,4.934573444515715,2,1,3,1
7,ST YAZIN,N409,D Whyte,T K Ng,119,1061,8,5.4,Happy Valley,Class 3,1000,GOOD TO FIRM,MAN CHEUNG HANDICAP,"TURF - ""B"" COURSE",Spring,7/6/10/4/7/2,5.454545454545454,5.720234222511386,2,1,4,1
6,KIM GLORY,S087,T H So,Y S Tsui,115,1204,7,8.5,Sha Tin,Class 4,1000,GOOD TO FIRM,CHEVALIER E & M ENGINEERING HANDICAP,"TURF - ""C"" COURSE",Autumn,6/1/1,2.6666666666666665,7.666300768386389,2,0,2,3
5,CONTRIBUTION,A146,M Chadwick,A S Cruz,125,1159,8,14,Sha Tin,Class 4,1400,GOOD TO FIRM,IRIS HANDICAP,"TURF - ""C"" COURSE",Winter,5/7,6.0,6.8599562363238515,2,0,2,2
10,KEY WITNESS,S212,C Y Ho,A S Cruz,116,1204,6,30,Sha Tin,Class 1,1200,WET SLOW,LUNG KONG HANDICAP,ALL WEATHER TRACK,Winter,10/12/6/4/5/9,5.6875,7.03235082674335,5,0,5,2
7,DAN EXCEL,N195,H Bowman,J Moore,126,1098,7,99,Sha Tin,Group One,2000,GOOD,THE LONGINES HONG KONG CUP,"TURF - ""A"" COURSE",Winter,7/8/9/6/3/4,6.75,5.354166666666667,1,0,1,2
2,SECRET WEAPON,S217,Z Purton,C H Yip,126,1150,3,11,Sha Tin,Group One,2000,GOOD,THE LONGINES HONG KONG CUP,"TURF - ""A"" COURSE",Winter,2/1/4/8/3/3,3.8421052631578947,4.934573444515715,1,0,1,2
3,RED KYLIN,T052,O Doleuze,P F Yiu,122,1094,4,10,Happy Valley,Class 3,1200,GOOD TO FIRM,SWIFTLET HANDICAP,"TURF - ""C+3"" COURSE",Spring,3/2/3/4/10/2,5.2631578947368425,6.394838709677419,2,1,3,1
6,EASY AHEAD,K212,T H So,L Ho,119,1125,4,18,Sha Tin,Class 5,1200,GOOD,LUKFOOK JEWELLERY LOVE IS BEAUTY COLLECTION HANDICAP,ALL WEATHER TRACK,Autumn,6/3/1/8/2/4,5.25,7.666300768386389,1,0,5,3
10,WINNINGLI,V377,S de Sousa,A S Cruz,118,1023,2,9.4,Sha Tin,Class 4,1200,GOOD,HO SHEUNG HEUNG HANDICAP,"TURF - ""C+3"" COURSE",Winter,10/12/5/4/5/9,7.714285714285714,5.863501483679525,1,0,3,2
1,SEASONS STAR,P058,D Whyte,A S Cruz,123,1088,5,4.7,Happy Valley,Class 3,1200,GOOD,SUNFLOWER HANDICAP,"TURF - ""C+3"" COURSE",Winter,1/4/11/2/4,4.4,5.720234222511386,1,1,3,2
11,GOLDEN SLEEP,T117,N Callan,A T Millard,122,1160,2,27,Sha Tin,Class 3,1600,GOOD TO FIRM,LIN FA SHAN HANDICAP,"TURF - ""B+2"" COURSE",Winter,11/5/6/12/8/11,7.458333333333333,6.066800267201069,2,0,6,2
1,FAT CHOY HONG KONG,N253,K C Ng,C H Yip,110,1024,12,51,Happy Valley,Class 2,1650,GOOD,KENNEDY HANDICAP,"TURF - ""C"" COURSE",Winter,1/8/2/4,3.75,8.130551816958278,1,1,2,2
9,DIAMOND LEGEND,V341,C Schofield,P O'Sullivan,121,1136,1,86,Sha Tin,Class 3,1000,GOOD,PANASONIC SMALLER HEAT-PUMP AIR CONDITIONER HANDICAP,"TURF - ""A+3"" COURSE",Autumn,9,9.0,6.29047619047619,1,0,7,3
10,HAPPY HAPPY,A348,D Whyte,L Ho,127,1130,12,70,Sha Tin,Class 4,1200,GOOD TO FIRM,RACING GOES ON HANDICAP,"TURF - ""A+3"" COURSE",Summer,10/10,10.0,5.720234222511386,2,0,7,4
10,MY BLESSING,V164,T H So,C H Yip,123,1051,11,99,Happy Valley,Class 4,1200,GOOD,TUNG LUNG CHAU HANDICAP,"TURF - ""A"" COURSE",Summer,10,10.0,7.666300768386389,1,1,1,4
2,LE PEGASE,T280,M L Yeung,A Lee,112,1038,10,51,Sha Tin,Class 5,1200,GOOD,BEING FAMOUS HANDICAP,"TURF - ""C"" COURSE",Summer,2/8/4/10/4/7,7.9411764705882355,6.9703356752537085,1,0,2,4
11,HAPPY BAO BEI,S172,C K Tong,Y S Tsui,114,1124,1,99,Sha Tin,Class 2,1200,GOOD,CHEK LAP KOK HANDICAP,"TURF - ""B+2"" COURSE",Autumn,11/9/12/11/1/1,7.6923076923076925,8.803532008830022,1,0,6,3
3,DEHERE'S THE LOVE,P305,N Rawiller,J Size,129,1133,4,9.1,Sha Tin,Class 3,1200,GOOD,KRANJI HANDICAP,ALL WEATHER TRACK,Winter,3,3.0,6.083734359961501,1,0,5,2
2,FLYING MOOCHI,T116,H N Wong,Y S Tsui,126,1106,9,16,Sha Tin,Class 3,1200,GOOD TO FIRM,MR AWARD HANDICAP,"TURF - ""B+2"" COURSE",Summer,2/6/2/2/1/2,4.944444444444445,7.104551045510455,2,0,6,4
3,ACE KING,T331,K Teetan,L Ho,125,1157,9,14,Happy Valley,Class 3,1000,GOOD TO FIRM,LET ME FIGHT HANDICAP,"TURF - ""A"" COURSE",Summer,3/4/4/2/8/1,5.636363636363637,6.2772397094431,2,1,1,4
1,MIGHTY EQUUS,P112,N Callan,P F Yiu,132,1176,5,12,Happy Valley,Class 4,1200,GOOD,DANDELION HANDICAP,"TURF - ""C+3"" COURSE",Winter,1/9/4/7/8,5.8,6.066800267201069,1,1,3,2
8,GLORY SUNSHINE,S313,K Teetan,W Y So,121,1139,10,40,Sha Tin,Class 4,1200,GOOD,KUT CHEONG HANDICAP,"TURF - ""C"" COURSE",Winter,8/7/3/9/12/8,7.846153846153846,6.2772397094431,1,0,2,2
5,HAPPY CHAMPION,N027,H W Lai,K L Man,116,1105,5,47,Sha Tin,Class 3,1200,GOOD TO FIRM,SHENZHEN HANDICAP,"TURF - ""B+2"" COURSE",Autumn,5,5.0,7.4045275590551185,2,0,6,3
4,GAME OF FUN,V146,Z Purton,J Size,125,995,7,5.6,Sha Tin,Class 4,1200,GOOD,SHEK UK SHAN HANDICAP,ALL WEATHER TRACK,Autumn,4/5/4,4.333333333333333,4.934573444515715,1,0,5,3
8,KHARU,K411,K C Leung,L Ho,128,1097,11,34,Happy Valley,Class 5,1650,GOOD TO YIELDING,FRANCE GALOP OWNERS DEPARTMENT HANDICAP,"TURF - ""C"" COURSE",Spring,8/6/9/1/6/11,6.833333333333333,6.729086722947045,3,1,2,1
10,SOUL ACHIEVER,S133,O Bosson,A T Millard,133,1142,12,31,Sha Tin,Class 4,1200,GOOD TO FIRM,SIGHT WINNER HANDICAP,"TURF - ""B+2"" COURSE",Summer,10/8/10/4/10/5,6.0,6.914893617021277,2,0,6,4
1,EVERYONE'S CHOICE,P208,N Callan,K L Man,126,1144,1,3.5,Sha Tin,Class 5,1200,GOOD TO YIELDING,LARK HANDICAP,"TURF - ""B+2"" COURSE",Autumn,1/9/3/1/2/3,3.8333333333333335,6.066800267201069,3,0,6,3
9,KING BOUNTIFUL,T105,S Clipperton,J Size,127,1132,9,54,Sha Tin,Class 4,1800,GOOD,CARNATION HANDICAP,"TURF - ""C+3"" COURSE",Spring,9/10/1/5/9/9,6.628571428571429,6.290948275862069,1,0,3,1
4,ENTRUSTING,S306,H N Wong,R Gibson,123,1041,3,15,Sha Tin,Class 4,2000,GOOD TO FIRM,RACING GOES ON HANDICAP,"TURF - ""A"" COURSE",Summer,4/7/6/5/9/9,7.909090909090909,7.104551045510455,2,0,1,4
1,FULL GLORY,T092,K C Ng,A S Cruz,112,1040,11,17,Sha Tin,Class 3,1800,GOOD TO FIRM,MR MEDICI HANDICAP,"TURF - ""A"" COURSE",Spring,1/6/4/12/4/9,6.083333333333333,8.130551816958278,2,0,1,1
4,DIVINE BOY,T163,H W Lai,Y S Tsui,119,1074,4,7.9,Sha Tin,Class 2,1650,GOOD,CYMBIDIUM HANDICAP,ALL WEATHER TRACK,Spring,4/11/3/6/4/8,6.032258064516129,7.4045275590551185,1,0,5,1
12,OWNERS' GLORY,L391,G Benoist,D Cruz,131,1075,7,36,Happy Valley,Class 5,1800,GOOD,SWAN HANDICAP,"TURF - ""B"" COURSE",Winter,12/9/10/7/11/8,7.916666666666667,6.886363636363637,1,1,4,2
3,I'M THE WON FOR U,T364,N Rawiller,Y S Tsui,123,1042,11,18,Sha Tin,Class 4,1200,GOOD,HUIZHOU HANDICAP,ALL WEATHER TRACK,Autumn,3/6/6/4/9/4,7.818181818181818,6.083734359961501,1,0,5,3
10,HIGHLAND DRAGON,N265,H W Lai,S Woods,115,1100,12,64,Happy Valley,Class 4,1200,GOOD,GREAT GEORGE HANDICAP,"TURF - ""A"" COURSE",Winter,10/12/9/6/2/3,6.666666666666667,7.4045275590551185,1,1,1,2
8,BEST REWARD,V189,K C Ng,W Y So,121,1106,5,99,Happy Valley,Class 4,1200,GOOD,CASSIA HANDICAP,"TURF - ""C+3"" COURSE",Autumn,8/12/11/12,10.75,8.130551816958278,1,1,3,3
6,JOYFUL THE GREAT,N407,M L Yeung,A Lee,124,1067,9,19,Happy Valley,Class 4,1200,GOOD,TAI YAU HANDICAP,"TURF - ""C+3"" COURSE",Summer,6/5/5/3/2/12,6.2727272727272725,6.9703356752537085,1,1,3,4
4,TOP ACT,P435,U Rispoli,A T Millard,130,1114,10,51,Sha Tin,Class 3,1400,GOOD TO FIRM,HKU FACULTY OF ARTS HANDICAP,"TURF - ""C"" COURSE",Summer,4/6/10/11/8/9,5.5,6.177189409368635,2,0,2,4
3,TABLEAUX,S072,M L Yeung,C W Chang,121,1066,10,34,Sha Tin,Class 2,1600,GOOD,CYBER COLORS HANDICAP,"TURF - ""C+3"" COURSE",Autumn,3/7,5.0,6.9703356752537085,1,0,3,3
2,SECRET COMMAND,S275,A Suborics,A T Millard,125,1089,4,17,Sha Tin,Class 3,1200,GOOD TO FIRM,DELIGHT HANDICAP,"TURF - ""A"" COURSE",Autumn,2,2.0,7.257396449704142,2,0,1,3
11,WAYFOONG VINNIE,V055,K Teetan,J Size,118,1122,11,16,Sha Tin,Class 3,1000,GOOD,THE KOWLOON CRICKET CLUB CENTENARY CUP (HANDICAP),"TURF - ""C+3"" COURSE",Spring,11/9/10,10.0,6.2772397094431,1,0,3,1
11,UNICORN,T046,K C Leung,C H Yip,123,1073,8,13,Sha Tin,Class 4,1200,GOOD,ELIZABETH ARDEN HANDICAP,"TURF - ""C+3"" COURSE",Autumn,11,11.0,6.729086722947045,1,0,3,3
9,A BEAUTIFUL,T421,S de Sousa,W Y So,115,1053,10,13,Happy Valley,Class 3,1650,GOOD TO FIRM,KING KWONG HANDICAP,"TURF - ""C"" COURSE",Winter,9/4/1/3/6/3,6.555555555555555,5.863501483679525,2,1,2,2
5,SELKIRK STAR,S194,J Moreira,J Moore,131,1103,11,5.5,Happy Valley,Class 3,1650,GOOD,SIU SAI WAN HANDICAP,"TURF - ""C+3"" COURSE",Spring,5/3/10/6/3/6,5.0,4.073019161056448,1,1,3,1
11,GOOD TREASURE,P193,T H So,T K Ng,115,1113,10,55,Sha Tin,Class 3,1400,GOOD,TIANJIN HANDICAP,"TURF - ""A+3"" COURSE",Autumn,11/7/5/11/7,8.2,7.666300768386389,1,0,7,3
5,SMART MAN,P103,K Teetan,J Moore,122,1137,1,9.2,Sha Tin,Class 2,1200,GOOD,CHEK LAP KOK HANDICAP,ALL WEATHER TRACK,Autumn,5/6,5.5,6.2772397094431,1,0,5,3
11,SCARBOROUGH FAIR,A144,D Whyte,R Gibson,122,1122,3,10,Happy Valley,Class 4,1650,GOOD TO FIRM,OWL HANDICAP,"TURF - ""C+3"" COURSE",Spring,11/4/8,7.666666666666667,5.720234222511386,2,1,3,1
